job,count
sales consultant ,1
electrician (almost) ,1
hr assistant (drugs charity/arts body),1
online forum moderator (on the topic of national id cards...wasn't that a roaring success?!),1
ta recruitment clerk (men in uniform),1
kfc team member (hardest job ever!!),1
farm laborer 🚜,1
software engineer ⌨️,1
archaeologist ⛏️,1
police constable 👮,1
iss operations coordinator 🛰️,1
school cleaner (mainly toilets),1
college audio visual &amp; photography darkroom assistant,1
high school art techician - all in #manchester 🍞🚽🖌📷👩‍🎓,1
owner of a small road-side greenhouse,1
art gallery assistant,1
web design intern,1
sculptor for models used to make concrete statuary,1
copywriter/blogger https://t.co/dly8j8e78f,1
retail assistant at argos ,1
bar staff at night club/pub,1
retail assistant in small supermarket ,1
trampoline coach ,1
shipping/receiving clerk,1
at-home tech support,1
jobs que j’ai fait:,1
animal keeper ,1
alpaca wrangler,1
model ,1
commercial compliance officer,1
food safety officer ,1
environmental health officer,1
tanning bed sweat cleaner,1
studio theatre house manager,1
hotel front desk clerk,1
giant gingerbread woman,1
deckhand on yacht,1
game advisor at gamestop ,1
sales associate/backroom at women's shoe store,1
busboy at mexican restaurant ,1
bar manager in a nightclub,1
children's party entertainer,1
nanny in the uk and on holidays,1
teacher in reception/year 1,1
@onemamaoneshed ,1
transaction manager,1
assistant sales manager,1
retail communications executive ,1
assistant store manager ,1
sales executive,1
fingerprint expert,1
information/advice manager,1
counselling co ordinator,1
sheltered housing manager,1
cqc inspector,1
charity fundraiser 🤲,1
bartender 🍺,1
university president 👸,1
assistant producer 📹,1
graphic designer 🖍,1
camera salesman/repairman,1
ice cream truck driver,1
waiter in an italian restaurant,1
fastfood place cashier/cook ,1
hostess ,1
ra ,1
bookstore coffee shop ,1
online class creator for the gov,1
health food store placebo pusher  ,1
bank basement data entry slave ,1
telecom sysadmin weekend-shifter ,1
freelance copywriter ,1
yogurt hander-outer  ,1
property developer,1
best selling author ,1
broadcast journalist,1
group director of a mental health organisation ...,1
mail room,1
mot test center (driving all the cars up ramps. guys did not want to give me their keys) ,1
office cleaning (tbags in bin smell 😣) ,1
"cleaning public toilets in summer (yep, as hideous as it sounds) ",1
animator and director,1
photographer (being self employed is seriously hard),1
opera singer @macaronigrill ,1
ui/ux designer @rosieapp ,1
graphic design/advertising @predictit ,1
aaaaaaaand watson marketing solution specialist @ibm ! ,1
clothing store sale rep,1
"cafe manager, wait staff &amp; coffe barrista",1
geek/popculture &amp; bookstore store sales rep,1
onea' those door-to-door update your electricity provider' sales rep,1
waitress at disneyland paris,1
playscheme leader,1
data administrator,1
@zara on the shop floor,1
postman ,1
gas station clerk,1
operator at a number service (answering calls),1
freeze storage worker,1
marketing/comms associate,1
digital learning manager,1
writing instructor,1
#torrid sales associate,1
college dining hall dishwasher,1
home health care tech,1
habilitation aide in an intermediate care facility for people with developmental delays,1
labor and delivery nurse,1
sheet metal worker,1
delivery truck driver,1
parent dissapointer,1
model train salesman/model builder/graphics designer/online sales assistant,1
all of my other duties for 4 ,1
"over-exploited, under-paid under-aged shop worker for a pair of dirty old men 🤮 ",1
selfridges hosiery department ,1
face to face marketing hit squad (giving stuff away for free to public),1
city office worker ,1
flavoured vodka inventor and barmaid,1
media lab assistant,1
 vfx artist ,1
 pole dance instructor ,1
chef (illegally)!,1
trainee forensic psychologist ,1
@clarksshoes children’s shoe fitter,1
charity manager,1
1st male cashier in the history of a family owned grocery store chain ,1
"university ""security guard""",1
ghostwriter,1
cheese maker,1
dry cleaner clerk👚,1
warehouse worker 🏭,1
greeting card store clerk 🦋,1
office receptionist ⌨️,1
database manager 🤓,1
saturday girl in woolworth,1
chambermaid for a week,1
saturday girl in bhs ,1
pharmacy technician in nhs,1
iqa for nvq ,1
mobile games designer,1
vr games producer,1
historical interpreter,1
gift shop sales clerk,1
office intern for the provincial government,1
exhibition train conductor ,1
camp councillor ,1
intern financial analyst,1
cashier at william hills,1
cashier at corals,1
cashier at ladbrokes,1
unsuccessful gambler,1
government adviser on betting,1
working in a beach kiosk,1
writing / composing youth theatre musicals/plays,1
stage builder / technician for outdoor events,1
theatre technician at a performing arts school,1
it service desk analyst,1
rugby steward @leicestertigers,1
angel @3minuteangels,1
programme facilitator incl. running groups with young people from care,1
wartime air force mobile hospital builder,1
quality assurance monitor for volvo/gmc parts distribution,1
satellite/radio communications repair/operator,1
weather forecaster for us air national guard,1
systems admin for us navy,1
making fishing lures at a fishing shop ,1
civil service for 23 years ,1
markerting/buyer/product developer,1
holiday rental owner/manager &amp; property owner ,1
making teas and chatting with the residents of an old people's home (best job for a 14 year old ever!) - and later being a carer,1
bakery shop assistant (early starts!),1
taking bets in a call centre,1
waitress at pizza hut,1
selling office supplies,1
student tenancy agreement advisor,1
marketing manager https://t.co/duqlq8hvzs,1
speeders indoor prokarts race marshal @ 17-19,1
home depot seasonal associate 19 - 20,1
taekwon-do social media manager 20-21,1
segway operator 21-22,1
warehouse shipping manager 23,1
security officer ,1
liquid store stocker/cashier ,1
soldier us army ,1
crew member at macdonald's,1
sales support associate at saks fifth ave,1
television news pa,1
concert/event security,1
"security, safety, &amp; fire officer at ford (salary, then contractor) ",1
walbaums @ 14 (cashier),1
wilen media/press @ 16-19 (production/prepress mgr),1
asc @ 20 (latin american sales mgr),1
pc cents/multicolor media - my 1st business @ 20,1
soar electronics/flextek systems - my 3rd business @ 23,1
event ticket sales 🎟,1
retail x2 🛒,1
disneyland vacation planner 🏰,1
crochet designer ➰,1
baskin robins ice cream -high school 1st job ever :) ,1
nurse asst. ,1
registered er nurse ,1
hospice nurse ,1
corrections nurse,1
shipper/receiver,1
furniture builder,1
steel drill operator,1
guitar instructor,1
book enthusiast,1
book suggester,1
book insister,1
book forcer,1
petting zoo employee,1
worked with the aquasox as their bullpen cook and lead,1
worked call center with nintendo of america,1
working as a training manager at jiffy lube,1
dunkin donuts team member,1
medical billing assistant,1
university library staff,1
host at restaurant,1
mailman (by ciao),1
maths teacher,1
linux sysadmin,1
farmworker,1
telesales for vodafone,1
warehouse manager,1
hypnotherapist,1
recovery truck driver,1
kitchen staff for a dementia unit,1
ra,1
drugstore customer service/unofficial pharmacy tech,1
therapeutic staff support,1
tagging and stocking shoes for retail,1
cleaning at an aquarium,1
"teaching violin, self-employed",1
interpreter/naturalist,1
research assistant/associate,1
newspaper delivery / dog walker ,1
maintenance worker / janitor,1
stock/shipping clerk,1
lotto ticket clerk,1
designer / creative director,1
voice actor,1
installation technician for a telecom company ,1
radio host(2 different stations),1
smash caster,1
cameraman/editor for a local tv station,1
"manager (mcdonalds, olive garden, gamestop)",1
"linecook (olive garden, montanna's, kelsey's)",1
managing editor (aybonline),1
community manager (memx),1
"marketing manager (esports, community, events, content) - memx",1
pizza cook,1
electrical engineer/scada system administrator,1
technical account manager,1
veterinary assistant/acting tech,1
graphic designer for local radio stations,1
factory book binder,1
custom art framing,1
movie store and music store retail,1
insurance sales staff,1
catering team leader,1
youth mentor,1
travel editor!,1
woolworths cashier (entertainment counter!!),1
sen playworker,1
deputy head,1
video rental clerk,1
pastry shop cleaner,1
infantry reservist,1
herbarium data entry / cleaning,1
tree pruner,1
van driver,1
trainee dental nurse ,1
registered nurse @royallpoolhosps  @cccnhs @thechristienhs @royalfreenhs          3 sister @uclh                                           4 matron @imperialnhs                         5 head of nursing @moorfields ,1
summer camp supervisor,1
school supervisor,1
english teacher in france,1
french teacher in england,1
english-french translator,1
bar assistant ,1
body piercer ,1
customer sevice assistant at a vintage inspired clothing company ,1
e-commerce exec at a fashion brand ,1
movie theater concession stand worker,1
phonathon caller (calling university alumni and asking for donations),1
newspaper copy editor,1
customer outreach specialist (for a social startup),1
travel blogger!,1
cashier at grocery store,1
snack bar girl at a fancy country club,1
hairstylist (for 8yrs),1
manager at @gamestop (3 yrs),1
building coordinator for an executive office,1
exterminator,1
night janitor at a community pool,1
teacher at a continuation school,1
police academy paid me for a day to get drunk so cadets could perform field sobriety tests on me. ,1
caretaker at a comprehensive school,1
store hand at a timber yard,1
lab assistant at liquid nitrogen repository,1
buisness consultant in local government,1
lactose intolerant ice-cream server (customer: ‘so what’s your favourite flavour’/me: i can’t eat any either i’ll be really sick’),1
lactose intolerant cheese shop helper (see 👆conversation),1
a cold caller,1
digital marketing executive 👩🏻‍💻,1
reporter/journalist ,1
pr consultant,1
head of content,1
content curator (doing a bit of all the above). #fivejobsivehad #5jobsivehad https://t.co/mltdetakcf,1
forecourt/gas station attendant,1
production line associate at a dell computer factory,1
fast food restaurant cook/till operator,1
administrator for a children's charity ,1
school maintenance dept.,1
vodafone call centre (hell on earth.),1
data entry for defra during foot and mouth crisis (busy!),1
animator &amp; character designer.,1
children's author &amp; illustrator.,1
radio presenter,1
tourist guide,1
crisp packet packer,1
"shop assistant (our price, hmv, harrods)",1
university hall resident adviser ,1
paper girl (when i was still at school),1
worked in matchbox toy factory (summer job before going to uni),1
worked on christmas post (while at uni),1
"education adviser at government quango, advising on using it in schools and colleges.",1
window washer ,1
cart collector,1
price tagger,1
food prepper,1
shelf stacker for tayto,1
foto counter in boots,1
dunnes,1
insurance clerk,1
rural county coroner's assistant 💀,1
grocery bagger 🛍️,1
customer service department manager 🙃,1
secretary 🖥️,1
lecturer in english 📝,1
hotdogger (public relations/driver for oscar mayer wienermobile),1
mcdonald's cashier/drive-thru,1
clinical instructor for prof/grad students,1
training coordinator for domestic violence organization,1
kitchen potter,1
