job,count
cook ,1
graphic designer/web designer ,1
computer tech.,1
 special needs teaching assistant,1
 waitress,1
 cook,1
 papergirl,1
 dog sitter https://t.co/ivrabfxkia,1
babysitter 🍼 ,1
pool lifeguard 🏊🏻‍♀️ ,1
journalist ✏️ ,1
proofreader 📚 ,1
storyteller / pr / communications 👩🏼‍💻,1
hospital laundry operative,1
nightclub barman,1
supermarket warehouse operative ,1
mental health nurse https://t.co/gdaztrmslx,1
freeloader,1
worked at hot topic ,1
worked at lowes ,1
sold cell phones at bestbuy 🤦‍♀️,1
vistor assistant at a museum ,1
server at multiple restaurants,1
greenkeeper (main),1
groundsman,1
factory operative ,1
murder mystery actor ,1
supermarket worker,1
a/v technician for a church event at my high school,1
"fast food worker (at @burgerking, sorry @wendys)",1
caretaker at a daycare facility for the elderly,1
dasher for doordash,1
youtuber ,1
"working on market stalls in durham, newcastle and south shields.",1
database programmer for a document image processing company.,1
stock control database programmer for a clothing warehouse,1
software tester,1
self employed (it hardware to smes),1
library employee,1
death and dismemberment insurance claims temp,1
web and graphic designer,1
chief chip fryer,1
hospital porter,1
nursing auxiliary,1
chief exec of a community interest company,1
woodmill worker,1
machine shop worker,1
pea harvester,1
qa officer and egg packer on a salmon processing boat. in alaska. ,1
seasonal help for a santa booth (i was not an elf( i was)),1
carl's jr,1
concessions at football stadium ,1
game stop,1
retail pharmacy technician,1
overnight radio dj,1
minor league baseball radio play-by-play announcer,1
manager of extreme sports athletes,1
vp-marketing $1bn bank,1
mascot (hamster),1
dry cleaner,1
installed fence,1
self employed creator,1
wildland firefighter/hotshot,1
stripper,1
brake press operator,1
retail worker,1
substitite sped aide,1
ymca bus driver,1
sped classroom aide.,1
petrol station assistant,1
frozen goods delivery,1
church admin assistant,1
 internet sales rep,1
 digital ad billing,1
 thai food delivery ,1
 disbursements,1
 pizza delivery,1
- file clerk,1
- fire inspection technician,1
- clarinet instructor,1
- ssrs report writer,1
- developer ,1
grunt work at burger king,1
asst. mgr. el pollo loco,1
mgr. of movie dept. target,1
mgr. hot topic,1
dir. of admin. at a company in india,1
worked as a dishwasher for 3 1/2 years,1
pizza delivery driver for 2 1/2 years,1
detailer for 3 months,1
vr arcade ambassador for a year,1
restoration labourer/flood tech ,1
operations manager for an it giant (current job!),1
it help desk assistant,1
junior marketing manager for an environmental non-profit org,1
supervisor at an ice cream store,1
target puller at a rifle range (first job!),1
del taco,1
target,1
frys electronics ,1
ign video production coordinator,1
groundskeeper/custodial,1
dairy/frozen food clerk,1
campus tour guide,1
adjunct instructor of intro to computer technology ,1
pit orchestra musician: tenor banjo,1
produce department of kroger ,1
manager at a knock off gamestop,1
returns for tnt fireworks,1
pharmacy technician ,1
twitch streamer,1
cheese and bacon stall assistant,1
yts trainee care assistant,1
mchft health care assistant,1
band 3 senior support worker... seconded to student nurse ,1
newly qualified staff nurse,1
duuuunks,1
gamestop,1
professional escape room pirate,1
kiosk goblin,1
chip shop,1
police officer in the met for 13yrs,1
nail artist at london fashion week ,1
owner of @glamavanuk 💕organising children’s parties and glitter bars,1
clerk at a photography studio,1
university lab instructor,1
employment counsellor,1
engineer for raceway,1
paper mache boy,1
pharmacy 1 4 u 1 4 me tech,1
vagina miner,1
queen of uranus,1
morse code for latin instructor,1
cafe and deli shop assistant,1
retail staff dorothy perkins,1
financial advisor and commercial broker,1
career coach and change consulting,1
vet's assistant,1
"selling credit card insurance (mbna, like half of leitrim)",1
laughing at poor 'kevin from galway' while presenting live tv 😎 ,1
the wireless,1
"dairy queen (front counter, drive thru, and kitchen) ",1
cell operator in aluminum smelter potlines,1
visitor information center counselor/ambassador ,1
staples office supplies associate ,1
server/bartender ,1
paper round 😊,1
education assistant (making crafts with kids at museums),1
costumed demonstrator @beamish_museum,1
graphic designer at hp,1
le grand fromage at isle of design 😁,1
checkout bag packer (back when such things were specific),1
check out operator/ customer service assistant,1
training administrator,1
slightly more specific training administrator,1
education centre manager,1
lounge boy.,1
post office clerk.,1
tv licence inspector (don't @ me 😕).,1
it business analyst.,1
lawyer.,1
jobs que j’ai faits:,1
roadhouse chick,1
dispensary  technician,1
commonwealth investigator,1
working in ladies shoes and handbags at a department store,1
warehouse item picker for the uk’s biggest sex-toy company 3) property lettings coordinator. 4) village shop worker. 5) personal banking manager #5jobsivehad,1
pork pie packer ,1
sports development officer ,1
solicitor ,1
unloader,1
grad assisstant for the avengers,1
ninja bass player,1
"the dude who types for the ""la-le-lu-le-lou""",1
content &amp; communications specialist ,1
again,1
butlins,1
lingerie consultant ,1
cinema host ,1
the best job in the world - being a mummy ❤️,1
meteorologist on an antarctic station,1
reactor physicist on a nuclear power station,1
safety engineer,1
kennel assistant,1
scribbler https://t.co/kfyxmbcgft,1
fluffer,1
ferret wrangler,1
funeral poet,1
stargazer,1
face feeler,1
casting director,1
backup dancer for one of the world's leading michael jackson impersonators,1
who the hell am i kidding i’ve never worked a day in my life! #5jobsivehad,1
flower shop assistant,1
singer,1
ceo,1
curate,1
compliance officer,1
trainee solicitor ,1
 pharmacy assistant ,1
stable hand,1
post office counter clerk,1
teacher/ senior teacher/ principal teacher/ depute head teacher/ head teacher ,1
book formatter,1
costumed historical interpreter,1
zookeeper,1
aztec orangeware cataloger ,1
jobs in evermore:,1
hunter,1
dragon trainer,1
bar keep,1
knight protector,1
executioner ,1
jobs we've had. ,1
bar supervisor ,1
assistant personnel and training manger,1
freelance social media and content manager ,1
childminder,1
avon lady,1
waitress 🍝,1
office junior 🗂,1
secretary 💻,1
buyer - purchasing💲💲,1
ship manager 🚢🚢 ,1
rental car sales associate,1
waitress 2. bar worker 3. department of employment office worker 4. lawyer. 5. general dogsbody...to my dog.  #5jobsivehad,1
paperboy (predictable and short lived) ,1
"construction labourer (hard work, great fun)",1
bar man (awful...from what i remember),1
data input (proper yawn but done in evenings whilst working on 5.) ,1
company director (in 2nd directorship now),1
tobacco &amp; blueberry picker,1
waitress at a fish market,1
farm worker assigned to chicken coop cleaning &amp; egg collecting,1
prop runner at la mama theater,1
understudy,1
local bakery selling bread &amp; cakes 😍,1
trainee typist work experience,1
clerk british coal pension &amp; insurance ,1
legal clerk ,1
associate director same place as legal clerk,1
babysitter ,1
dog trainer ,1
tattoo artist pa,1
freelance translator  ,1
activity coordinator at a summer school ,1
editor (💖),1
purveyor of pies and bovril at a football stadium.,1
barmaid (where i learned to pour guinness with a shamrock in the head),1
development designer,1
marathon event director,1
🦈 driver for dad’s wholesale salmon business ,1
🍗 kfc for 3 days ,1
💍 jewellery cart attendant,1
👩🏼‍⚕️ obstetrician &amp; gynaecologist ,1
📸 photographer https://t.co/vd8jffsncw,1
high school portrait photographer,1
slumlord secretary,1
apartment leasing agent,1
kid's sports photographer,1
yogurt server @tcby ,1
radiology with a specialty in cath lab,1
instructor of radiology,1
author ,1
market research at a call center ,1
secretary at a one person law practice ,1
tv writer ,1
red cross hurricane sandy recovery department ,1
beloved tv pop culture talking head,1
girl friday,1
franking machine label sales woman,1
short order chef,1
school boiler repair coordinator,1
school district purchasing office aid.,1
accounting tutor,1
historical re-enactor at an 1800s-themed park ,1
pr,1
 cashier,1
engraver,1
stay at home mom (hardest job ever)  #5jobsivehad,1
- waiter,1
- race track announcer,1
- stadium cleaner,1
- delivery man,1
- landscaper,1
picking strawberries ,1
door to door charity collection for polio?! on commission?!,1
telesales.. on commission ,1
emptying the paper bins from the offices at college,1
pm batman app for warner bros (boom!!),1
sales assistant on the music counter at woolies - bloody great job,1
cash office assistant ,1
admin/receptionist,1
fashion admin assistant ,1
fashion senior account manager ,1
bakery sales assistant ,1
grape picker ,1
paralegal ,1
senior projects officer ,1
children’s party host,1
off-licence shop assistant,1
petroleum chemist,1
off-licence shop assistant (refrain),1
qa tester/video editor,1
cave guide ,1
script reader/translator/office manager for french theater (proud that i used both my french and drama majors in one job),1
magician - sorcerer’s apprentice (14),1
library asst - el public library (16),1
production coordinator - el government channel (22),1
tv photojournalist - various network affiliates (25),1
documentary filmmaker/cinematographer (49),1
record producer,1
voice director,1
installing residential fence,1
installing commercial fence,1
installting municipal fence,1
automation,1
concrete fence installation,1
home depot (lumber/building mat),1
credit union call center rep,1
quality assurance specialist,1
quality control inspector,1
paid intern secretary for my hs,1
flagger,1
mcdonald's cook,1
adult internet personality (very brief please dont judge lmao),1
taco bell,1
 babysitter/nanny,1
 house cleaner for parish priest,1
fashion blogger,1
research assistant for a study examining images adolescents view on the internet (*do not recommend),1
scooping ice cream &amp; flipping burgers at a local roadside stand,1
cashier and freight handler at retail stores. 💵,1
cashier and server at a food stand. 🥙,1
resident/leasing assistant for student and resident housing. 🏢,1
marketing and communications coordinator on campus. 👭👫👬,1
amazon flex driver. 🚗,1
- bakery assistant,1
- mango peeler ( real job ) ,1
- phone contract salesman,1
- game store,1
- youtube,1
" model (yes, really!)",1
organist,1
law lecturer ,1
local authority councillor ,1
mcdonald’s cook,1
telemarketer for a water softener company ,1
director of marketing for an mlm company (now defunct),1
adult toy distributor 😉,1
411 (information) operator. i was the one that asked you “what city and state please?”,1
ups management,1
film composer,1
uber,1
self employed studio owner,1
sales assistant 2) catering team leader 3) pr &amp; marketing assistant 4) marketing coordinator 5) school &amp; business coordinator #nowrongpath #5jobsivehad https://t.co/tpx69pykig,1
veterinary assistant,1
telesales,1
pharmaceutical sales rep,1
game designer at a mobile gaming company,1
qa tester at capcom on dead rising 3,1
concrete finisher / general laborer,1
tire de-rimmer at a rubber factory,1
retail clerk / graphic design at a tshirt printing store,1
"making sure the display of a brand of novelty boxer shorts called ""dick's house"" at a department store was always in order of size ",1
"onwards: nothing that compares, really",1
but a poor and lowly peasant woman,1
international hand model,1
a face for radio ,1
young bride to an elderly and then suddenly (and mysteriously) deceased billionaire ,1
dowager duchess ,1
bard,1
red mage,1
paladin,1
ninja,1
high priest,1
infantry ,1
museum specialist,1
mall santa,1
"barmaid in working men’s club (grim) 2.waitress (pie and peas stall, also grim) 3. secretary 4. nursery assistant 5. service desk manager",1
stock boy (spar),1
plumber's apprentice(not in any way a plumber),1
band roadie/setup guy,1
data entry ,1
interned at cumulus medoa,1
microsoft sharepoint admin/developer,1
farrier,1
"managed retail food (cookie bakery, take-n-bake pizza)",1
"product manager for first ""cloud"" hosting service (although it wasn't called ""cloud"" back in 1997)",1
ice cream plant cleaner,1
safe installer,1
museum gallery guard ,1
music booking agent ,1
tattoo shop manager,1
"no, mr. never-tips, you're not getting an extra strong drink.",1
good: i work at the campus bookstore! bad: inventory spreadsheets.,1
"toxic workplace, stable work in a recession, uses my history degree. 2/3 ain't bad.",1
dspace. aaagh.,1
all the scholcomm hats!,1
assistant janitor ,1
box factory worker,1
electrical engineer,1
hardware shop stock counter,1
multimedia developer ,1
medical device maker,1
medical device packer,1
assistant in sports shop,1
telephone ticket agent for concert tickets (thankless),1
translator/interpreter at trade fairs in german,1
waitress/bar staff,1
lawyer https://t.co/wpdugbx8ku,1
claustrophobic shelf stacker at asda,1
barman at various premises and showed a natural talent.,1
market trader specialising in supplying football casuals.,1
cop. ,1
racehorse track rider,1
surfboard renter in hawaii,1
mascot-wearer,1
admin on minesites,1
chocolate seller,1
shoe sales (15),1
candy sales (16),1
television news producer (22),1
tech worker in social media (43),1
documentary filmmaker (45),1
shitty fast food job,1
shitty resutarant job,1
shitty video editing job,1
shitty retail job,1
singer song-wroter,1
silver service waiter on £2.40 per hour 🤵🏼,1
burger flipper at the world’s most famous restaurant (mcds) 🍔🍟,1
"lifeguard, but never had to save anyone ⚓️",1
football coach in 🇬🇧 &amp; 🇺🇸 ⚽️,1
teacher and senior leader 👨🏼‍🏫,1
car hop,1
dental assistant,1
 short order cook,1
day care worker,1
sandwich artist (subway),1
waitress about 5 more times,1
toilet flusher,1
guide dog look afterer (not the official job title),1
"sex worker (well, ok. i worked for a company that sold sex aids and porn ",1
clerical bod,1
goods in person (actual job title),1
kitchen porter (for about two weeks),1
game store lackey,1
jack of all trades for an albanian owned italian place,1
retail associate ,1
cam model,1
graphic artist ,1
homecare administrator for developmentally disabled adults,1
"shoe shop assistant (freeman, hardy &amp; willis in croydon).",1
chemist’s shop assistant (held up with a gun - old kent rd.,1
nhs clerical gubbins.,1
television compliance officer,1
communications manager for @bflfevents family raves.,1
shop assistant (many times),1
toilet cleaner ,1
assistant in hospital (main job calling rest homes to see if anyone had died),1
film traffic coordinator (crap title) / festivals coordinator ,1
animation production coordinator ,1
pizza maker 🍕,1
intern at a law firm 🗃,1
smoothie connoisseur🥤,1
writer for a music website💻,1
retail man 👕,1
ever wonder who puts together those nice packaged mailings from banks etc.? it was 14-year-old me.,1
midi laboratory technician/observer. ,1
ticket seller for the incomparable @cleveorchestra,1
hey sarah palin is killing wolves give us $$,1
linguistics pusher.,1
ice cream shop server,1
hallmark cashier,1
pot washer/waitress in a tea room,1
waitress in a vegetarian cafe,1
waitress in an indian restaurant,1
salad maker in a salad bar,1
editorial associate,1
sports leader,1
hr &amp; medical staffing administrator,1
team secretary,1
administration manager,1
clerical adminstrator - tax office,1
post office sorter,1
junior dr,1
gp *current*,1
teacher development lead *current*,1
carney,1
communications manager,1
- huntington beach sports brand manager,1
- nike team sports special events manager,1
- alcone marketing group - director client relations ,1
- paramount pictures executive director/national promotions ,1
- dualstar entertainment licensing director,1
checkout at tesco,1
dog-walker,1
cleaner/childminder,1
orthopaedic surgeon,1
agony aunt,1
odd job man (yes really),1
visiting lecturer,1
undergrad tutor,1
company director ,1
jobs i've worked in my life,1
sound technician,1
unloading trucks for macy's at 6 am to 3 pm,1
packing boxes for a company to this day i have no real idea what they did,1
gamestop 🤦🏾‍♂️,1
tech support for an edi company,1
order processing specialist (i just print shit 9 to 5),1
coffee shop manager,1
registrar,1
advertising account manager,1
"marketing, recruitment, and communications coord.",1
seafood restaurant dishwasher.,1
steam cook.,1
 bank teller.,1
intern for @johnkerry. ,1
 english teacher in china.,1
pencil sharpener,1
milk monitor,1
office junior,1
dental nurse,1
housekeeper #5jobsivehad,1
radio disc jockey,1
furniture salesman,1
worship director,1
vintage shop owner,1
museum attendant,1
prop and model maker,1
atm analyst,1
"liverpool echo delivery boy,",1
"hardware shop delivery boy,",1
"tranmere rovers programme seller,",1
"tranmere rovers match day tannoy announcer/dj,",1
"nspcc, christian aid and st vincent de paul charities volunteer",1
middle-class clothes retail pawn,1
the guy enforcing dry campus policies when your dumbass was loudly drunk in the dorm hallway,1
peddler of greasy spoon fare to other loud drunk dumbassess,1
graduate student. ,1
non-sciencey health sciences librarian,1
elementary school teacher🍎,1
university academic advisor👩🏻‍🎓,1
human rights educator👩🏻‍🏫,1
research assistant📚,1
photo-lab technician🎞 https://t.co/lajii27lxo,1
food processor,1
mcdonald's crew member,1
wagamamas foh,1
assistant admin / assistant graphic designer,1
it executive assistant,1
networker business,1
motivational speaker,1
theatre bar manager ,1
operations manager of art galleries,1
head of reception / office manager,1
human resources associate city banks,1
selling popcorn at movie theater  (16),1
canvasser on congressional campaign (20),1
"""trial tracker"" at court tv  (28)",1
producer at dateline nbc (34),1
documentary filmmaker  (43) https://t.co/2od2bhqrqb,1
section 8 housing painter,1
restaurant kitchen prep,1
michigan ave. grocery deliveries,1
museum security,1
waiter/barman in an indian restaurant ,1
cto ,1
jobs i had ,1
sad drive-thru worker,1
very sad custodian ,1
tired ghost writer,1
overworked sales associate,1
under-qualified pianist,1
cleaner at a butchers,1
computer repair person,1
help desk operator,1
solution architect,1
office dogsbody ,1
children’s nurse,1
charity project manager,1
chef                                                        #tripdownmemorylane #5jobsivehad #justforfun,1
retail assistant (did not enjoy pink lycra uniform - thnks @debenhams),1
entertainer at international kids camp,1
cafe manager (also cleaned toilets 💁🏼‍♀️),1
care worker at an old people’s home ,1
editorial assistant https://t.co/pjbccpksfk,1
babysitter par excellence,1
mervyns jewelry,1
student assistant,1
congressional assistant,1
director of gr https://t.co/ailpgn5qer,1
supermarket employe,1
paint colour mixer,1
welder,1
semi-senior tax consultant;,1
jnr it officer/ erp administrator;,1
accounts officer;,1
production accountant;,1
accounting supervisor.,1
- washer upper at a little chef ,1
- goods inwards bod for a car parts firm,1
- info sec manager in a mortgage company,1
- it director for a fork lift truck business,1
- chief operating officer in the big 4,1
bookstore associate,1
internship coordinator,1
theatre teacher,1
middle east oil researcher,1
hostess in a japanese nightclub while doing #2 during the day,1
public opinion pollster,1
sports photographer https://t.co/9aedysi4k6,1
gloveless launderette worker in local town in galway. yuck. ,1
barmaid in london's west end during blair years.,1
recycling plant rubbish sorter in berlin. don't ask.,1
data entry with esri. ,1
literacy teacher. ,1
paper boy! (i was fired),1
"mcdonald kitchen staff, (i quit, i was quite terrible)",1
uni freshers rep! (i was mega cringe),1
school rep (was kinda good at this one),1
#gamedesign wheeee (dream job) https://t.co/kjyw6rkdzj,1
 paperboy (13-15),1
 clerk at k-mart (16-19),1
 janitor (21),1
 radio dj (22-24),1
 coin wrap room worker (24),1
us army soldier,1
church pastor,1
popeyes back/frontline ,1
store stocker,1
work in preschool class,1
"hairdressing apprentice, when i was 13",1
lounge staff. i got good tips because i forgot most orders &amp; people found it funny,1
worked in an offo in college. got held up by a drug addict,1
receptionist. i’m a windows messenger pro,1
data entry = carpal tunnel.,1
paintball referee,1
rock climbing instructor,1
government communications specialist,1
current and fave - digital media coordinator for a mental health centre.,1
hostess/togo prep at chili's when i was 15.,1
best t-shirt folder at urban outfitters.,1
retail buyer at a skate shop.,1
retail associate at target for a day.,1
hospitality intern at hilton hotels for 2 years in high school.,1
waitress/bar tender at a local pub,1
shop assistant at w h smiths,1
customer service assistant at a breakdown call centre,1
marketing and communications manager,1
company director (not as posh as it sounds) ,1
burger van,1
children’s play centre assistant,1
receptionist in a hearing aid co,1
accountant in ftse 100 co,1
it operations manager ftse 100 ,1
"licensed trainer of nlp, business &amp; life coaching and hypnotherapy in my company @thoughtitude #tripdownmemorylane #5jobsivehad #justforfun",1
cabinet factory worker,1
car reservations agent,1
loan underwriter,1
burger queen cashier (@drutherssystems),1
captain cave man mascot for calaway park ,1
visitor information counsellor,1
director of operations (aka jack of all trades),1
retail 🛒,1
media coordinator 🗞 ,1
marketing associate 📱 ,1
virtual consultant 🤖 https://t.co/rykzu0kxtf,1
 ,1
poll clerk,1
standardized test grader,1
quiz bowl question writer,1
all star game gopher,1
technical editor ,1
eggtimer,1
something that sounds worthy but dull,1
elephant’s graveyard,1
international jewel thief,1
fearless urban explorer ,1
santa’s grotto helper,1
window cleaner [1 day],1
bingo hall helper [1 day],1
hotel night porter ,1
trainee optical assistant ,1
restaurant assistant manager,1
stock coordinator,1
fleet manager/logistics coordinator,1
strategic routing analyst,1
transportation broker,1
babysitter 👶🏻,1
jewelry store worker / engraver 💍,1
waitress/cook 👩🏽‍🍳,1
egg grading station manager 🥚,1
accounts payable at a construction office 🚧,1
it instructor,1
solutions architect,1
consultant,1
community artist.,1
bookseller.,1
graphics tutor.,1
self employed portrait painter.,1
service advisor,1
call centre recruitment,1
multiprofessional audit facilitator ,1
lettings secretary in a housing association ,1
research assistant/research fellow ,1
music store manager,1
hired out 15 &amp; 18 rated films to my school friends ,1
costume designer,1
"designed jewellery displays for harrods, breitling and debeers",1
managed a fashion warehouse,1
marketing manager for arts charity,1
fan artist,1
poet,1
cuphead gamer,1
song parody musician,1
meme expert,1
bingo checker,1
seo manager ,1
traverse director/founder/blogger 😂,1
debate coach 🏆,1
powerboat instructor 🛥️,1
waiter/bartender 🍸,1
life model 👀,1
teacher 👨🏻‍🏫,1
newspaper round kid,1
bacon factory line worker 🤢,1
pre-school room leader,1
bus boy at texas roadhouse (so much bread 😋),1
"cashier, photo lab, admin, night stalker, etc at a grocery store",1
clinical mental health counselor,1
adjunct instructor,1
sea world for an hour and then fired when they realized i had tattoos lol,1
fried chicken maker,1
sox intern,1
accounts ctrller,1
account exec,1
pharmacy dispenser,1
studio photographer,1
studio photgraphy editor,1
cell phone repair technician,1
research analyst,1
developer,1
rocket scientist,1
guy with a mirror in his pocket,1
brad pitt,1
obsessive car owner,1
regular original know-it-all https://t.co/gg5au03apb,1
mcdonald’s employee,1
zookeeper ,1
selling bobbleheads on ebay,1
summer camp dungeon master,1
cinema clerk,1
pet shop boy (a.k.a. pet store clerk) ,1
human netflix,1
survial camp instructor,1
nanny/childcare,1
it/hr support specialist,1
data security analyst,1
retail sports store boy ,1
pizza and hotdog making boy,1
other retail sports store boy,1
wannable youtuber and streamer,1
handmodel.,1
student ambassador coordinator,1
outreach assistant ,1
student recruitment officer,1
cleaner &amp; full time student at further edu college,1
tourism industry &amp; cleaner(6:30am - 8:30am 5 days a wk)at same time as yr &amp; half at full time uni 1990 &amp; saturday &amp; summer holiday jobs,1
crèche assistant,1
own business,1
fork lift operator,1
comcast tech ,1
chocolate/caramel apple cook,1
roving naturalist at a zoo,1
lead sales associate,1
graphic/web designer,1
pop culture contributor,1
technical producer,1
video game arcade attendant,1
safety steward at thomas the tank engine live,1
admin in tourism/conservation,1
admin in insolvency,1
"international woman of education (ok, uni outreach manager, but i got sent to estonia and norway) #5jobsivehad",1
sonic carhop ,1
kmart cashier,1
camera saleslady,1
banker/teller,1
pre sales consultant,1
made &amp; sold hair scrunchies in primary school.,1
sample machinist for major retailers.,1
pizza shop clerk,1
residential advisor,1
qa tester (internship),1
qa analyst (forever and ever and ever and...),1
counting products at primark,1
worker at a theme park,1
art teacher (particular people),1
once i worked doing art for an archeologic museum (?),1
- bookseller at ottakars (rip),1
- army/navy surplus supplier,1
- library assistant for @ricsnews ,1
- cinema worker,1
- museum assistant at scottish fisheries museum,1
washing hair in hair salo n (kept me in tabs),1
store cleaner in heatons (kept me in tabs),1
floor cleaner in penneys while still at school (kept me in tabs),1
floor staff in pub (kept me in tabs),1
hand delivered phone directories around ireland (more tabs),1
 #farmer,1
#warehouse worker,1
#engineer,1
#sales professional,1
rep. #rugby #coach,1
eb games lackey,1
visions electronics department manager,1
freelance designer,1
hemp roots in-house designer,1
calgary police service npo digital comms/designer,1
kwik save checkout worker 🛒,1
chocolate packer 🍫,1
accountant 🧮,1
journalist 📝 (with some excellent training 😉),1
local gov comms person📱,1
returns for a xmas lights company ,1
postboy,1
in a cashmere sweater warehouse,1
removing dead people,1
breakdown claims handler,1
blast furnance worker,1
managing consultant,1
army officer,1
checkout girl in tesco,1
shampoo girl in a hairdressers,1
invoice clerk in a tv rental shop,1
telephone advisor in a bank ,1
wait staff at bonanza,1
campus security escort ,1
data entry specialist for the 2000 us census ,1
psychiatric crisis prescreener ,1
substance use recovery researcher,1
animator (stop - motion),1
jr. motion graphics artist ,1
senior animator (ae puppet animation),1
"artist (my current vague ae, editing, motion graphics, animation title)",1
nursing home dietary aide,1
sears cashier,1
hardware store garden cashier,1
music/movie store clerk then manager,1
currently an “assistant” to the best boss i’ve ever head,1
volunteer ,1
"retail, and all it entails ",1
scenic carpenter ,1
inventory (counter and driver),1
pizza driver (which includes in store stuff),1
front desk receptionist,1
stuntman🤸‍♂️,1
ski instructor⛷,1
boot fitter🎿,1
president,1
podiatrist👣,1
travelling burger van attendant ,1
dancing bear,1
ground staff at airport,1
project coordinator 2. sales administrator 3. holiday rep                                    4. assistant bid coordinator                     5. community liaison assistant                    #5jobsivehad,1
nightclub disc jockey,1
brand ambassador for nintendo uk,1
duty manager for mcd’s,1
ticket seller for southend united,1
nightcrawler catcher and sales,1
bagging mulch,1
motel six front desk clerk,1
restaurant waiter,1
lead generation analyst,1
marketing operations specialist,1
......shit.,1
veterinary nursing assistant ,1
stock boy at rich's dept store,1
cow pad scooper,1
curtain rod sales at macy's nyc,1
advertising checker,1
hay baler,1
bath &amp; body works associate,1
petsmart petcare specialist,1
that's kinda it,1
i haven't been in the work force that long,1
cat corpse disposer (one time),1
dog walker @crightonpet ,1
quality consultant ,1
ticket manager (assistant to the),1
credit controller ,1
hairdresser junior ,1
baguette maker,1
call centre person ,1
admin assistant  ,1
teacher #5jobsivehad,1
mcdonalds ,1
ski-lift operator,1
emt/firefighter,1
youtube vlogger,1
director of digital enagagement ,1
also a @gap greeter,1
bridal boutique coordinator,1
help desk for software ,1
delivered dinner to nursing home residents,1
- gift shop clerk,1
- restaurant hostess,1
- photographer,1
- bartender,1
bridal department assistant ,1
accounts payable assistant,1
call centre outgoing calls   ,1
substitute school teacher.,1
lifeguard.,1
courier.,1
background actor.,1
construction worker.,1
innkeeper ,1
commercial actor,1
writer/blogger/influencer ,1
darkroom technician 2) bbc camerawomen 3) shows &amp; outreach manager 4) #stem co-ordinator 5) owner of k’next generation ,1
recruitment consultant ,1
professional nail artist,1
property inspector ,1
business owner ,1
freelance marketing specialist,1
park ranger,1
mailroom clerk,1
fbi account manager ,1
government courier,1
stock clerk at toys r us,1
metal mill hand,1
ropes course instructor,1
salesman / telemarketer,1
making christmas gift baskets in a cold warehouse,1
"costume/wig/halloween shop employee (not spirit, a good store)",1
university bookstore employee,1
joann's employee,1
cocktail waitress caribbean ,1
pa to ex tory m.p,1
monitoring criminals on tag ,1
artist's model,1
worked in a shop 💷 ,1
sold toilet paper 🧻 ,1
painted houses 🏡 ,1
worked in media 🍻,1
paintball marshal (don't point that thing at me),1
video store clerk (don't look now),1
county council admin temp (i hope nobody's watching),1
theatre director (i hope someone is watching),1
research fellow (don't point that think at me),1
cashier at roy rogers.    2. pit musician for musicals 3. camp counselor.                 4. public school music teacher.                                  5.  mom,1
lounge/bar/waitress/cleaning staff in pubs,1
legal executive,1
self-employed,1
freelancer,1
ward assistant at a veterinary referral hospital ,1
small animal hydrotherapist ,1
freelance writer and blogger ,1
worked in penneys (got me through college),1
worked in a paint shop.,1
i was the guy who gave out (and took back) the clubs in my local pitch and putt club. ,1
transponster,1
millipede shoe salesman ,1
guinea pig wrangler ,1
shark dentist ,1
praying mantis relationship counsellor ,1
lion voice coach ,1
professional breakdancer (https://t.co/woojsjo3oz),1
it support for school district,1
mobile app developer,1
full stack developer,1
kitchen porter (dishwasher) 🍽,1
subway sandwich artist 🥖,1
cafe assistant/barista ☕️,1
sales assistant at game 🎮,1
live tv producer 🎬,1
slurry operator,1
special ed teacher's assistant,1
high school math teacher,1
customer support rep,1
patient portal support analyst,1
@dominoscanada delivery guy,1
#blockbuster video guy,1
guy who makes websites,1
guy who takes photos,1
corporate sales guy,1
automotive service manager,1
jimmy johns sandwich artist / delivery driver,1
at&amp;t sales rep,1
dominos delivery driver,1
fedex ground delivery driver,1
ceo of a sale of work outside my ma's gaff👧🍋,1
lounge girl in croke park (always loved the gaa)🏐,1
editorial intern at a maternity magazine📰🖥️👶,1
"""direct marketing"" aka ""howeya mate can i stop ya there for a minute"" 😩❌",1
pr intern in london👠👩‍💻,1
tiki bar griller ,1
bus boy ,1
electrician ,1
auto collision repair painter. (current),1
grinds teacher ,1
child actor (commercials),1
hostess at carrabba's ,1
journalism lab writing coach ,1
travel publicist,1
writer / blogger / influencer / content creator,1
marketing consultant,1
analyst (wet chemistry),1
store detective,1
paintball marshall,1
pr specialist,1
marketing communications,1
corporate information mgt,1
- house renovator,1
- janitor ,1
- therapeutic staff support,1
- dj ,1
fetcher/shelver ,1
executive director,1
finance management intern.,1
bread roll packer in commercial bakery,1
usherette (i’ve seen the end of forrest gump 2 million times),1
credit derivatives lawyer,1
playwright ,1
mcdonald's counter person,1
canada post flyer delivery person,1
warehouse picker,1
it asset manager,1
housing assistant,1
special events/women's festival co-ordinator,1
theatre arts worker,1
p.a. for arts management consultancy,1
waitress/chambermaid ,1
negotiator at estate agents ,1
project meet at british airways,1
social work assistant ,1
turnstile operator at a football club ,1
customer service trainer at a theme park ,1
tv show presenter,1
topshop sales assistant ,1
bartender in a pub ,1
nightclub promotions manager ,1
marketing exec in tourism ,1
now marketing for a fintech firm ,1
assistant to private investigator,1
film festival crowd liaison,1
content writer for “bbw” dating blog,1
potwash ,1
bar manager ,1
